Filing ID;Company;Ticker;CIK;Filing Date;Filing Type;Period End;Fiscal Year;Fiscal Period;SEC Link;Calcbench Published;Data
1512221;NIKE, Inc.;NKE;320187;5.2.2020;8-K;30.5.2020;2020;4;https://www.sec.gov/Archives/edgar/data/320187/000119312520026172/0001193125-20-026172-index.htm;6.2.2020;FALSE
1511711;VERIZON COMMUNICATIONS INC;VZ;732712;4.2.2020;8-K;30.12.2020;2020;4;https://www.sec.gov/Archives/edgar/data/732712/000119312520025340/0001193125-20-025340-index.htm;5.2.2020;FALSE
1511660;FORD MOTOR CO;F;37996;4.2.2020;10-K;30.12.2019;2019;4;https://www.sec.gov/Archives/edgar/data/37996/000003799620000010/0000037996-20-000010-index.htm;5.2.2020;TRUE
1511419;ADVANCED MICRO DEVICES INC;AMD;2488;3.2.2020;10-K;27.12.2019;2019;4;https://www.sec.gov/Archives/edgar/data/2488/000000248820000008/0000002488-20-000008-index.htm;4.2.2020;TRUE
1511408;Walt Disney Co;DIS;1744489;3.2.2020;10-Q;27.12.2019;2020;1;https://www.sec.gov/Archives/edgar/data/1744489/000174448920000046/0001744489-20-000046-index.htm;4.2.2020;TRUE
1511373;Chubb Ltd;CB;896159;3.2.2020;8-K;30.12.2019;2019;4;https://www.sec.gov/Archives/edgar/data/896159/000119312520024311/0001193125-20-024311-index.htm;4.2.2020;TRUE
1511325;NIKE, Inc.;NKE;320187;3.2.2020;8-K;30.5.2020;2020;4;https://www.sec.gov/Archives/edgar/data/320187/000032018720000006/0000320187-20-000006-index.htm;4.2.2020;FALSE
1511215;FORD MOTOR CO;F;37996;3.2.2020;8-K;30.12.2019;2019;4;https://www.sec.gov/Archives/edgar/data/37996/000003799620000008/0000037996-20-000008-index.htm;4.2.2020;FALSE
1511162;Walt Disney Co;DIS;1744489;3.2.2020;8-K;27.12.2019;2020;1;https://www.sec.gov/Archives/edgar/data/1744489/000174448920000044/0001744489-20-000044-index.htm;4.2.2020;TRUE
1510945;Alphabet Inc.;GOOG;1652044;3.2.2020;10-K;30.12.2019;2019;4;https://www.sec.gov/Archives/edgar/data/1652044/000165204420000008/0001652044-20-000008-index.htm;4.2.2020;TRUE
1510688;CHEVRON CORP;CVX;93410;2.2.2020;8-K;30.3.2020;2020;1;https://www.sec.gov/Archives/edgar/data/93410/000009341020000007/0000093410-20-000007-index.htm;3.2.2020;FALSE
1510674;Alphabet Inc.;GOOG;1652044;2.2.2020;8-K;30.12.2019;2019;4;https://www.sec.gov/Archives/edgar/data/1652044/000165204420000004/0001652044-20-000004-index.htm;3.2.2020;TRUE
1510382;JPMORGAN CHASE & CO;JPM;19617;30.1.2020;8-K;30.3.2020;2020;1;https://www.sec.gov/Archives/edgar/data/19617/000119312520021417/0001193125-20-021417-index.htm;31.1.2020;FALSE
1510362;VISA INC.;V;1403161;30.1.2020;10-Q;30.12.2019;2020;1;https://www.sec.gov/Archives/edgar/data/1403161/000140316120000012/0001403161-20-000012-index.htm;31.1.2020;TRUE
1510179;CHEVRON CORP;CVX;93410;30.1.2020;8-K;30.12.2019;2019;4;https://www.sec.gov/Archives/edgar/data/93410/000009341020000005/0000093410-20-000005-index.htm;31.1.2020;TRUE
1510121;EXXON MOBIL CORP;XOM;34088;30.1.2020;8-K;30.12.2019;2019;4;https://www.sec.gov/Archives/edgar/data/34088/000003408820000011/0000034088-20-000011-index.htm;31.1.2020;FALSE
1510094;CATERPILLAR INC;CAT;18230;30.1.2020;8-K;30.12.2020;2020;4;https://www.sec.gov/Archives/edgar/data/18230/000001823020000022/0000018230-20-000022-index.htm;31.1.2020;FALSE
1510088;CATERPILLAR INC;CAT;18230;30.1.2020;8-K;30.12.2019;2019;4;https://www.sec.gov/Archives/edgar/data/18230/000001823020000020/0000018230-20-000020-index.htm;31.1.2020;TRUE
1510000;BANK OF AMERICA CORP /DE/;BAC;70858;11.11.2019;UPLOAD;30.12.2019;2019;4;http://www.sec.gov/Archives/edgar/data/70858/000000000019015430/0000000000-19-015430-index.htm;31.1.2020;FALSE
1509999;BANK OF AMERICA CORP /DE/;BAC;70858;29.12.2019;CORRESP;30.12.2019;2019;4;http://www.sec.gov/Archives/edgar/data/70858/000119312519325582/0001193125-19-325582-index.htm;31.1.2020;FALSE
1509754;VISA INC.;V;1403161;29.1.2020;8-K;30.12.2019;2020;1;https://www.sec.gov/Archives/edgar/data/1403161/000140316120000010/0001403161-20-000010-index.htm;30.1.2020;FALSE
1509556;UNITED PARCEL SERVICE INC;UPS;1090727;29.1.2020;8-K;30.12.2019;2019;4;https://www.sec.gov/Archives/edgar/data/1090727/000109072720000003/0001090727-20-000003-index.htm;30.1.2020;TRUE
1509521;VERIZON COMMUNICATIONS INC;VZ;732712;29.1.2020;8-K;30.12.2019;2019;4;https://www.sec.gov/Archives/edgar/data/732712/000073271220000003/0000732712-20-000003-index.htm;30.1.2020;TRUE
1509313;MICROSOFT CORP;MSFT;789019;28.1.2020;10-Q;30.12.2019;2020;2;https://www.sec.gov/Archives/edgar/data/789019/000156459020002450/0001564590-20-002450-index.htm;29.1.2020;TRUE
1509165;VISA INC.;V;1403161;28.1.2020;8-K;30.3.2020;2020;2;https://www.sec.gov/Archives/edgar/data/1403161/000140316120000005/0001403161-20-000005-index.htm;29.1.2020;FALSE
1509119;MICROSOFT CORP;MSFT;789019;28.1.2020;8-K;30.12.2019;2020;2;https://www.sec.gov/Archives/edgar/data/789019/000119312520018383/0001193125-20-018383-index.htm;29.1.2020;TRUE
1508878;MCDONALDS CORP;MCD;63908;28.1.2020;8-K;30.12.2019;2019;4;https://www.sec.gov/Archives/edgar/data/63908/000006390820000012/0000063908-20-000012-index.htm;29.1.2020;TRUE
1508868;AT&T INC.;T;732717;28.1.2020;8-K;30.12.2019;2019;4;https://www.sec.gov/Archives/edgar/data/732717/000073271720000006/0000732717-20-000006-index.htm;29.1.2020;TRUE
1508864;AT&T INC.;T;732717;28.1.2020;8-K;30.3.2020;2020;1;https://www.sec.gov/Archives/edgar/data/732717/000073271720000005/0000732717-20-000005-index.htm;29.1.2020;FALSE
1508843;Apple Inc.;AAPL;320193;28.1.2020;10-Q;27.12.2019;2020;1;https://www.sec.gov/Archives/edgar/data/320193/000032019320000010/0000320193-20-000010-index.htm;29.1.2020;TRUE
1508662;Apple Inc.;AAPL;320193;27.1.2020;8-K;27.12.2019;2020;1;https://www.sec.gov/Archives/edgar/data/320193/000032019320000008/0000320193-20-000008-index.htm;28.1.2020;TRUE
1508599;ADVANCED MICRO DEVICES INC;AMD;2488;27.1.2020;8-K;27.12.2019;2019;4;https://www.sec.gov/Archives/edgar/data/2488/000000248820000006/0000002488-20-000006-index.htm;28.1.2020;TRUE
1508459;TARGET CORP;TGT;27419;27.1.2020;8-K;31.1.2020;2019;4;https://www.sec.gov/Archives/edgar/data/27419/000110465920007479/0001104659-20-007479-index.htm;28.1.2020;FALSE
1508402;PFIZER INC;PFE;78003;27.1.2020;8-K;30.12.2019;2019;4;https://www.sec.gov/Archives/edgar/data/78003/000007800320000003/0000078003-20-000003-index.htm;28.1.2020;TRUE
1508374;LOCKHEED MARTIN CORP;LMT;936468;27.1.2020;8-K;30.12.2019;2019;4;https://www.sec.gov/Archives/edgar/data/936468/000093646820000010/0000936468-20-000010-index.htm;28.1.2020;TRUE
1508211;CATERPILLAR INC;CAT;18230;26.1.2020;8-K;30.12.2020;2020;4;https://www.sec.gov/Archives/edgar/data/18230/000001823020000015/0000018230-20-000015-index.htm;27.1.2020;FALSE
1507919;MCDONALDS CORP;MCD;63908;26.1.2020;8-K/A;30.12.2020;2020;4;https://www.sec.gov/Archives/edgar/data/63908/000006390820000005/0000063908-20-000005-index.htm;27.1.2020;FALSE
1507881;LOCKHEED MARTIN CORP;LMT;936468;23.1.2020;8-K;30.12.2020;2020;4;https://www.sec.gov/Archives/edgar/data/936468/000093646820000005/0000936468-20-000005-index.htm;24.1.2020;FALSE
1507805;BANK OF AMERICA CORP /DE/;BAC;70858;23.1.2020;8-K;30.12.2020;2020;4;https://www.sec.gov/Archives/edgar/data/70858/000119312520014251/0001193125-20-014251-index.htm;24.1.2020;FALSE
1507631;INTEL CORP;INTC;50863;23.1.2020;10-K;27.12.2019;2019;4;https://www.sec.gov/Archives/edgar/data/50863/000005086320000011/0000050863-20-000011-index.htm;24.1.2020;TRUE
1507509;JPMORGAN CHASE & CO;JPM;19617;22.1.2020;8-K;30.3.2020;2020;1;https://www.sec.gov/Archives/edgar/data/19617/000119312520013175/0001193125-20-013175-index.htm;23.1.2020;FALSE
1507479;PROCTER & GAMBLE Co;PG;80424;22.1.2020;10-Q;30.12.2019;2020;2;https://www.sec.gov/Archives/edgar/data/80424/000008042420000017/0000080424-20-000017-index.htm;23.1.2020;TRUE
1507470;JPMORGAN CHASE & CO;JPM;19617;22.1.2020;8-K;30.3.2020;2020;1;https://www.sec.gov/Archives/edgar/data/19617/000001961720000146/0000019617-20-000146-index.htm;23.1.2020;FALSE
1507411;INTEL CORP;INTC;50863;22.1.2020;8-K;27.12.2019;2019;4;https://www.sec.gov/Archives/edgar/data/50863/000005086320000007/0000050863-20-000007-index.htm;23.1.2020;TRUE
1507315;PROCTER & GAMBLE Co;PG;80424;22.1.2020;8-K;30.3.2020;2020;3;https://www.sec.gov/Archives/edgar/data/80424/000008042420000012/0000080424-20-000012-index.htm;23.1.2020;FALSE
1507214;PROCTER & GAMBLE Co;PG;80424;22.1.2020;8-K;30.12.2019;2020;2;https://www.sec.gov/Archives/edgar/data/80424/000008042420000010/0000080424-20-000010-index.htm;23.1.2020;TRUE
1507007;INTEL CORP;INTC;50863;21.1.2020;8-K;25.12.2020;2020;4;https://www.sec.gov/Archives/edgar/data/50863/000119312520012078/0001193125-20-012078-index.htm;22.1.2020;FALSE
1506971;FORD MOTOR CO;F;37996;21.1.2020;8-K;30.3.2020;2020;1;https://www.sec.gov/Archives/edgar/data/37996/000003799620000005/0000037996-20-000005-index.htm;22.1.2020;FALSE
1506757;JOHNSON & JOHNSON;JNJ;200406;21.1.2020;8-K;28.12.2019;2019;4;https://www.sec.gov/Archives/edgar/data/200406/000020040620000004/0000200406-20-000004-index.htm;22.1.2020;TRUE
1506524;INTEL CORP;INTC;50863;20.1.2020;8-K;25.12.2020;2020;4;https://www.sec.gov/Archives/edgar/data/50863/000119312520011010/0001193125-20-011010-index.htm;21.1.2020;FALSE
1506168;Walt Disney Co;DIS;1744489;16.1.2020;DEF 14A;27.9.2019;2019;4;https://www.sec.gov/Archives/edgar/data/1744489/000104746920000304/0001047469-20-000304-index.htm;17.1.2020;TRUE
1505401;BANK OF AMERICA CORP /DE/;BAC;70858;14.1.2020;8-K;30.12.2019;2019;4;https://www.sec.gov/Archives/edgar/data/70858/000007085820000003/0000070858-20-000003-index.htm;15.1.2020;TRUE
1505141;Chubb Ltd;CB;896159;13.1.2020;8-K;30.12.2019;2019;4;https://www.sec.gov/Archives/edgar/data/896159/000110465920003943/0001104659-20-003943-index.htm;14.1.2020;FALSE
1505115;PROCTER & GAMBLE Co;PG;80424;13.1.2020;8-K;30.3.2020;2020;3;https://www.sec.gov/Archives/edgar/data/80424/000008042420000007/0000080424-20-000007-index.htm;14.1.2020;FALSE
1505065;JPMORGAN CHASE & CO;JPM;19617;13.1.2020;8-K;30.3.2020;2020;1;https://www.sec.gov/Archives/edgar/data/19617/000001961720000086/0000019617-20-000086-index.htm;14.1.2020;FALSE
1504942;JPMORGAN CHASE & CO;JPM;19617;13.1.2020;8-K;30.12.2019;2019;4;https://www.sec.gov/Archives/edgar/data/19617/000001961720000082/0000019617-20-000082-index.htm;14.1.2020;TRUE
1504019;AT&T INC.;T;732717;9.1.2020;8-K;30.3.2020;2020;1;https://www.sec.gov/Archives/edgar/data/732717/000119312520005410/0001193125-20-005410-index.htm;10.1.2020;FALSE
1503972;TARGET CORP;TGT;27419;9.1.2020;8-K;31.1.2020;2019;4;https://www.sec.gov/Archives/edgar/data/27419/000110465920002962/0001104659-20-002962-index.htm;10.1.2020;FALSE
1503961;Alphabet Inc.;GOOG;1652044;9.1.2020;8-K;30.12.2020;2020;4;https://www.sec.gov/Archives/edgar/data/1652044/000119312520005271/0001193125-20-005271-index.htm;10.1.2020;FALSE
1503903;DEERE & CO;DE;315189;9.1.2020;DEF 14A;2.11.2019;2019;4;https://www.sec.gov/Archives/edgar/data/315189/000120677420000044/0001206774-20-000044-index.htm;10.1.2020;TRUE
1503234;DEERE & CO;DE;315189;7.1.2020;8-K;31.10.2020;2020;4;https://www.sec.gov/Archives/edgar/data/315189/000110465920002112/0001104659-20-002112-index.htm;8.1.2020;FALSE
1503093;NIKE, Inc.;NKE;320187;6.1.2020;10-Q;29.11.2019;2020;2;https://www.sec.gov/Archives/edgar/data/320187/000032018720000004/0000320187-20-000004-index.htm;7.1.2020;TRUE
1502727;FORD MOTOR CO;F;37996;5.1.2020;8-K;30.3.2020;2020;1;https://www.sec.gov/Archives/edgar/data/37996/000003799620000003/0000037996-20-000003-index.htm;6.1.2020;FALSE
1502458;Apple Inc.;AAPL;320193;2.1.2020;DEF 14A;27.9.2019;2019;4;https://www.sec.gov/Archives/edgar/data/320193/000119312520001450/0001193125-20-001450-index.htm;3.1.2020;TRUE
1502446;CHEVRON CORP;CVX;93410;2.1.2020;8-K;30.3.2020;2020;1;https://www.sec.gov/Archives/edgar/data/93410/000009341020000002/0000093410-20-000002-index.htm;3.1.2020;FALSE
1502351;Jpmorgan Chase & Co;JPM;19617;3.1.2020;WIREPR;30.3.2020;2020;1;http://www.businesswire.com/news/home/20200103005200/en/JPMorgan-Chase-Host-Fourth-Quarter-Full-Year-2019-Earnings/;3.1.2020;FALSE
1502339;EXXON MOBIL CORP;XOM;34088;2.1.2020;8-K;30.12.2020;2020;4;https://www.sec.gov/Archives/edgar/data/34088/000003408820000004/0000034088-20-000004-index.htm;3.1.2020;FALSE
1502135;DEERE & CO;DE;315189;1.1.2020;8-K;31.10.2020;2020;4;https://www.sec.gov/Archives/edgar/data/315189/000110465920000120/0001104659-20-000120-index.htm;2.1.2020;FALSE
1501863;JOHNSON & JOHNSON;JNJ;200406;29.12.2019;8-K;2.1.2021;2020;4;https://www.sec.gov/Archives/edgar/data/200406/000020040619000071/0000200406-19-000071-index.htm;30.12.2019;FALSE
1501838;BANK OF AMERICA CORP /DE/;BAC;70858;29.12.2019;8-K;30.12.2019;2019;4;https://www.sec.gov/Archives/edgar/data/70858/000119312519326033/0001193125-19-326033-index.htm;30.12.2019;FALSE
1500749;AT&T INC.;T;732717;22.12.2019;8-K;30.12.2019;2019;4;https://www.sec.gov/Archives/edgar/data/732717/000119312519321511/0001193125-19-321511-index.htm;23.12.2019;FALSE
1500368;Alphabet Inc.;GOOG;1652044;19.12.2019;8-K;30.12.2019;2019;4;https://www.sec.gov/Archives/edgar/data/1652044/000165204419000043/0001652044-19-000043-index.htm;20.12.2019;FALSE
1500100;PFIZER INC;PFE;78003;18.12.2019;8-K;30.12.2019;2019;4;https://www.sec.gov/Archives/edgar/data/78003/000119312519319205/0001193125-19-319205-index.htm;19.12.2019;FALSE
1500066;NIKE, Inc.;NKE;320187;18.12.2019;8-K;29.11.2019;2020;2;https://www.sec.gov/Archives/edgar/data/320187/000032018719000085/0000320187-19-000085-index.htm;19.12.2019;FALSE
1500009;DEERE & CO;DE;315189;18.12.2019;10-K;2.11.2019;2019;4;https://www.sec.gov/Archives/edgar/data/315189/000155837019011614/0001558370-19-011614-index.htm;19.12.2019;TRUE
1499324;AT&T INC.;T;732717;16.12.2019;8-K;30.12.2019;2019;4;https://www.sec.gov/Archives/edgar/data/732717/000119312519316343/0001193125-19-316343-index.htm;17.12.2019;FALSE
1499269;AT&T INC.;T;732717;16.12.2019;8-K;30.12.2019;2019;4;https://www.sec.gov/Archives/edgar/data/732717/000119312519316283/0001193125-19-316283-index.htm;17.12.2019;FALSE
1499005;AT&T INC.;T;732717;15.12.2019;8-K;30.12.2019;2019;4;https://www.sec.gov/Archives/edgar/data/732717/000119312519315331/0001193125-19-315331-index.htm;16.12.2019;FALSE
1498885;ADVANCED MICRO DEVICES INC;AMD;2488;15.12.2019;8-K;27.12.2019;2019;4;https://www.sec.gov/Archives/edgar/data/2488/000000248819000186/0000002488-19-000186-index.htm;16.12.2019;FALSE
1498506;ORACLE CORP;ORCL;1341439;12.12.2019;10-Q;29.11.2019;2020;2;https://www.sec.gov/Archives/edgar/data/1341439/000156459019045966/0001564590-19-045966-index.htm;13.12.2019;TRUE
1498194;SALESFORCE.COM, INC.;CRM;1108524;11.12.2019;8-K;30.1.2020;2020;4;https://www.sec.gov/Archives/edgar/data/1108524/000119312519312872/0001193125-19-312872-index.htm;12.12.2019;FALSE
1498181;AT&T INC.;T;732717;11.12.2019;8-K;30.12.2019;2019;4;https://www.sec.gov/Archives/edgar/data/732717/000119312519312856/0001193125-19-312856-index.htm;12.12.2019;FALSE
1498079;ORACLE CORP;ORCL;1341439;11.12.2019;8-K;29.11.2019;2020;2;https://www.sec.gov/Archives/edgar/data/1341439/000156459019045836/0001564590-19-045836-index.htm;12.12.2019;TRUE
1498022;AT&T INC.;T;732717;11.12.2019;8-K;30.12.2019;2019;4;https://www.sec.gov/Archives/edgar/data/732717/000119312519312505/0001193125-19-312505-index.htm;12.12.2019;FALSE
1497964;CATERPILLAR INC;CAT;18230;11.12.2019;8-K;30.12.2019;2019;4;https://www.sec.gov/Archives/edgar/data/18230/000001823019000298/0000018230-19-000298-index.htm;12.12.2019;FALSE
1497584;FORD MOTOR CO;F;37996;10.12.2019;8-K;30.12.2019;2019;4;https://www.sec.gov/Archives/edgar/data/37996/000003799619000086/0000037996-19-000086-index.htm;;FALSE
1497306;MCDONALDS CORP;MCD;63908;9.12.2019;8-K;30.12.2019;2019;4;https://www.sec.gov/Archives/edgar/data/63908/000006390819000092/0000063908-19-000092-index.htm;10.12.2019;FALSE
1497249;CHEVRON CORP;CVX;93410;9.12.2019;8-K;30.12.2019;2019;4;https://www.sec.gov/Archives/edgar/data/93410/000009341019000040/0000093410-19-000040-index.htm;10.12.2019;FALSE
1496921;FORD MOTOR CO;F;37996;8.12.2019;8-K;30.12.2019;2019;4;https://www.sec.gov/Archives/edgar/data/37996/000003799619000083/0000037996-19-000083-index.htm;9.12.2019;FALSE
1496867;Alphabet Inc.;GOOG;1652044;8.12.2019;8-K;30.12.2019;2019;4;https://www.sec.gov/Archives/edgar/data/1652044/000165204419000040/0001652044-19-000040-index.htm;9.12.2019;FALSE
1496823;Chubb Ltd;CB;896159;8.12.2019;8-K;30.12.2019;2019;4;https://www.sec.gov/Archives/edgar/data/896159/000110465919070982/0001104659-19-070982-index.htm;9.12.2019;FALSE
1496777;ORACLE CORP;ORCL;1341439;8.12.2019;8-K;28.2.2020;2020;3;https://www.sec.gov/Archives/edgar/data/1341439/000119312519309214/0001193125-19-309214-index.htm;9.12.2019;FALSE
1496025;JOHNSON & JOHNSON;JNJ;200406;4.12.2019;8-K;28.12.2019;2019;4;https://www.sec.gov/Archives/edgar/data/200406/000020040619000069/0000200406-19-000069-index.htm;5.12.2019;FALSE
1496004;Chubb Ltd;CB;896159;4.12.2019;8-K;30.12.2019;2019;4;https://www.sec.gov/Archives/edgar/data/896159/000119312519307355/0001193125-19-307355-index.htm;5.12.2019;FALSE
1495875;VERIZON COMMUNICATIONS INC;VZ;732712;4.12.2019;8-K;30.12.2019;2019;4;https://www.sec.gov/Archives/edgar/data/732712/000119312519307167/0001193125-19-307167-index.htm;5.12.2019;FALSE
1495868;MICROSOFT CORP;MSFT;789019;4.12.2019;8-K;30.12.2019;2020;2;https://www.sec.gov/Archives/edgar/data/789019/000119312519307138/0001193125-19-307138-index.htm;5.12.2019;FALSE
1495855;VISA INC.;V;1403161;4.12.2019;DEF 14A;29.9.2019;2019;4;https://www.sec.gov/Archives/edgar/data/1403161/000119312519307055/0001193125-19-307055-index.htm;5.12.2019;TRUE
1495851;AT&T INC.;T;732717;4.12.2019;8-K;30.12.2019;2019;4;https://www.sec.gov/Archives/edgar/data/732717/000119312519307019/0001193125-19-307019-index.htm;5.12.2019;FALSE
1495631;SALESFORCE.COM, INC.;CRM;1108524;3.12.2019;10-Q;30.10.2019;2020;3;https://www.sec.gov/Archives/edgar/data/1108524/000110852419000076/0001108524-19-000076-index.htm;4.12.2019;TRUE
1495604;Walmart Inc.;WMT;104169;3.12.2019;10-Q;30.10.2019;2020;3;https://www.sec.gov/Archives/edgar/data/104169/000010416919000088/0000104169-19-000088-index.htm;4.12.2019;TRUE
1495404;Alphabet Inc.;GOOG;1652044;3.12.2019;8-K;30.12.2019;2019;4;https://www.sec.gov/Archives/edgar/data/1652044/000119312519305505/0001193125-19-305505-index.htm;4.12.2019;FALSE
1495248;SALESFORCE.COM, INC.;CRM;1108524;2.12.2019;8-K;30.10.2019;2020;3;https://www.sec.gov/Archives/edgar/data/1108524/000110852419000070/0001108524-19-000070-index.htm;3.12.2019;TRUE
1494950;ADVANCED MICRO DEVICES INC;AMD;2488;1.12.2019;8-K;27.12.2019;2019;4;https://www.sec.gov/Archives/edgar/data/2488/000000248819000178/0000002488-19-000178-index.htm;2.12.2019;FALSE
1494827;EXXON MOBIL CORP;XOM;34088;1.12.2019;8-K;30.12.2019;2019;4;https://www.sec.gov/Archives/edgar/data/34088/000003408819000064/0000034088-19-000064-index.htm;2.12.2019;FALSE
1494300;TARGET CORP;TGT;27419;26.11.2019;10-Q;1.11.2019;2019;3;https://www.sec.gov/Archives/edgar/data/27419/000002741919000026/0000027419-19-000026-index.htm;27.11.2019;TRUE
1494198;DEERE & CO;DE;315189;26.11.2019;8-K;2.11.2019;2019;4;https://www.sec.gov/Archives/edgar/data/315189/000155837019011223/0001558370-19-011223-index.htm;27.11.2019;TRUE
1493979;FIRSTENERGY CORP;FE;1031296;25.11.2019;8-K;30.12.2019;2019;4;https://www.sec.gov/Archives/edgar/data/1031296/000103129619000048/0001031296-19-000048-index.htm;26.11.2019;FALSE
1493569;MCDONALDS CORP;MCD;63908;24.11.2019;8-K;30.12.2019;2019;4;https://www.sec.gov/Archives/edgar/data/63908/000006390819000087/0000063908-19-000087-index.htm;25.11.2019;FALSE
1493559;INTEL CORP;INTC;50863;24.11.2019;8-K;27.12.2019;2019;4;https://www.sec.gov/Archives/edgar/data/50863/000119312519299901/0001193125-19-299901-index.htm;25.11.2019;FALSE
1493428;Walt Disney Co;DIS;1744489;24.11.2019;8-K;27.12.2019;2020;1;https://www.sec.gov/Archives/edgar/data/1744489/000119312519299269/0001193125-19-299269-index.htm;25.11.2019;FALSE
1493195;Walmart Inc.;WMT;104169;21.11.2019;8-K;30.1.2020;2020;4;https://www.sec.gov/Archives/edgar/data/104169/000010416919000085/0000104169-19-000085-index.htm;22.11.2019;FALSE
1493170;ORACLE CORP;ORCL;1341439;21.11.2019;8-K;29.11.2019;2020;2;https://www.sec.gov/Archives/edgar/data/1341439/000119312519298638/0001193125-19-298638-index.htm;22.11.2019;FALSE
1493073;SALESFORCE.COM, INC.;CRM;1108524;21.11.2019;8-K;30.1.2020;2020;4;https://www.sec.gov/Archives/edgar/data/1108524/000089882219000095/0000898822-19-000095-index.htm;22.11.2019;FALSE
1492747;INTEL CORP;INTC;50863;20.11.2019;8-K;27.12.2019;2019;4;https://www.sec.gov/Archives/edgar/data/50863/000119312519297652/0001193125-19-297652-index.htm;21.11.2019;FALSE
1492452;Walt Disney Co;DIS;1744489;15.10.2019;UPLOAD;2.10.2020;2020;4;http://www.sec.gov/Archives/edgar/data/1744489/000000000019014595/0000000000-19-014595-index.htm;21.11.2019;FALSE
1492451;Walt Disney Co;DIS;1744489;17.10.2019;CORRESP;2.10.2020;2020;4;http://www.sec.gov/Archives/edgar/data/1744489/000119312519269918/0001193125-19-269918-index.htm;21.11.2019;FALSE
1492379;Walt Disney Co;DIS;1744489;19.11.2019;10-K;27.9.2019;2019;4;https://www.sec.gov/Archives/edgar/data/1744489/000174448919000225/0001744489-19-000225-index.htm;20.11.2019;TRUE
1492302;INTEL CORP;INTC;50863;19.11.2019;8-K;27.12.2019;2019;4;https://www.sec.gov/Archives/edgar/data/50863/000119312519296610/0001193125-19-296610-index.htm;20.11.2019;FALSE
1492134;DEERE & CO;DE;315189;19.11.2019;8-K;31.10.2020;2020;4;https://www.sec.gov/Archives/edgar/data/315189/000110465919065667/0001104659-19-065667-index.htm;20.11.2019;FALSE
1492091;TARGET CORP;TGT;27419;19.11.2019;8-K;1.11.2019;2019;3;https://www.sec.gov/Archives/edgar/data/27419/000002741919000024/0000027419-19-000024-index.htm;20.11.2019;TRUE
1492076;SALESFORCE.COM, INC.;CRM;1108524;19.11.2019;8-K;30.1.2020;2020;4;https://www.sec.gov/Archives/edgar/data/1108524/000110852419000067/0001108524-19-000067-index.htm;20.11.2019;FALSE
1491442;AT&T INC.;T;732717;17.11.2019;8-K;30.12.2019;2019;4;https://www.sec.gov/Archives/edgar/data/732717/000119312519294836/0001193125-19-294836-index.htm;18.11.2019;FALSE
1490676;Walmart Inc.;WMT;104169;14.11.2019;8-K;30.1.2020;2020;4;https://www.sec.gov/Archives/edgar/data/104169/000010416919000083/0000104169-19-000083-index.htm;15.11.2019;FALSE
1490550;Apple Inc.;AAPL;320193;14.11.2019;8-K;25.9.2020;2020;4;https://www.sec.gov/Archives/edgar/data/320193/000119312519292676/0001193125-19-292676-index.htm;15.11.2019;FALSE
1490224;NVIDIA CORP;NVDA;1045810;13.11.2019;10-Q;26.10.2019;2020;3;https://www.sec.gov/Archives/edgar/data/1045810/000104581019000170/0001045810-19-000170-index.htm;14.11.2019;TRUE
1490141;NIKE, Inc.;NKE;320187;13.11.2019;8-K;30.5.2020;2020;4;https://www.sec.gov/Archives/edgar/data/320187/000032018719000080/0000320187-19-000080-index.htm;14.11.2019;FALSE
1490046;INTEL CORP;INTC;50863;13.11.2019;8-K;27.12.2019;2019;4;https://www.sec.gov/Archives/edgar/data/50863/000119312519292429/0001193125-19-292429-index.htm;14.11.2019;FALSE
1489750;VISA INC.;V;1403161;13.11.2019;10-K;29.9.2019;2019;4;https://www.sec.gov/Archives/edgar/data/1403161/000140316119000050/0001403161-19-000050-index.htm;14.11.2019;TRUE
1489929;NVIDIA CORP;NVDA;1045810;13.11.2019;8-K;26.10.2019;2020;3;https://www.sec.gov/Archives/edgar/data/1045810/000104581019000168/0001045810-19-000168-index.htm;14.11.2019;FALSE
1489794;JPMORGAN CHASE & CO;JPM;19617;13.11.2019;8-K;30.12.2019;2019;4;https://www.sec.gov/Archives/edgar/data/19617/000119312519292349/0001193125-19-292349-index.htm;14.11.2019;FALSE
1489066;Walmart Inc.;WMT;104169;13.11.2019;8-K;30.10.2019;2020;3;https://www.sec.gov/Archives/edgar/data/104169/000010416919000081/0000104169-19-000081-index.htm;14.11.2019;TRUE
1488562;VISA INC.;V;1403161;12.11.2019;8-K;30.12.2019;2020;1;https://www.sec.gov/Archives/edgar/data/1403161/000140316119000045/0001403161-19-000045-index.htm;13.11.2019;FALSE
1488227;CATERPILLAR INC;CAT;18230;12.11.2019;8-K;30.12.2019;2019;4;https://www.sec.gov/Archives/edgar/data/18230/000001823019000291/0000018230-19-000291-index.htm;13.11.2019;FALSE
1486592;ADVANCED MICRO DEVICES INC;AMD;2488;11.11.2019;8-K;27.12.2019;2019;4;https://www.sec.gov/Archives/edgar/data/2488/000000248819000165/0000002488-19-000165-index.htm;12.11.2019;FALSE
1485662;UNITED PARCEL SERVICE INC;UPS;1090727;7.11.2019;8-K;30.12.2019;2019;4;https://www.sec.gov/Archives/edgar/data/1090727/000109072719000063/0001090727-19-000063-index.htm;8.11.2019;FALSE
