Filing ID,Company,Ticker,CIK,Filing Date,Filing Type,Period End,Fiscal Year,Fiscal Period,SEC Link,Calcbench Published,Data,is_verified_signal
1219840,TARGET CORP,TGT,27419,2018-11-26,10-Q,2.11.2018,2018.0,3.0,http://www.sec.gov/Archives/edgar/data/27419/000002741918000036/0000027419-18-000036-index.htm,2018-11-27,True,True
1219817,SALESFORCE COM INC,CRM,1108524,2018-11-26,8-K,30.10.2018,2019.0,3.0,http://www.sec.gov/Archives/edgar/data/1108524/000110852418000083/0001108524-18-000083-index.htm,2018-11-27,True,True
1218947,DEERE & CO,DE,315189,2018-11-20,8-K,27.10.2018,2018.0,4.0,http://www.sec.gov/Archives/edgar/data/315189/000110465918069483/0001104659-18-069483-index.htm,2018-11-21,True,True
1218516,TARGET CORP,TGT,27419,2018-11-19,8-K,2.11.2018,2018.0,3.0,http://www.sec.gov/Archives/edgar/data/27419/000002741918000033/0000027419-18-000033-index.htm,2018-11-20,True,True
1217337,NVIDIA CORP,NVDA,1045810,2018-11-14,10-Q,27.10.2018,2019.0,3.0,http://www.sec.gov/Archives/edgar/data/1045810/000104581018000150/0001045810-18-000150-index.htm,2018-11-15,True,True
1217236,NVIDIA CORP,NVDA,1045810,2018-11-14,8-K,27.10.2018,2019.0,3.0,http://www.sec.gov/Archives/edgar/data/1045810/000104581018000148/0001045810-18-000148-index.htm,2018-11-15,True,True
1216907,Walmart Inc.,WMT,104169,2018-11-14,8-K,30.10.2018,2019.0,3.0,http://www.sec.gov/Archives/edgar/data/104169/000010416918000103/0000104169-18-000103-index.htm,2018-11-15,True,True
1212634,PFIZER INC,PFE,78003,2018-11-07,10-Q,29.9.2018,2018.0,3.0,http://www.sec.gov/Archives/edgar/data/78003/000007800318000091/0000078003-18-000091-index.htm,2018-11-08,True,True
1212208,WALT DISNEY CO/,DIS,1744489,2018-11-07,8-K,28.9.2018,2018.0,4.0,http://www.sec.gov/Archives/edgar/data/1001039/000100103918000179/0001001039-18-000179-index.htm,2018-11-08,True,True
1211883,CHEVRON CORP,CVX,93410,2018-11-07,10-Q,29.9.2018,2018.0,3.0,http://www.sec.gov/Archives/edgar/data/93410/000009341018000035/0000093410-18-000035-index.htm,2018-11-08,True,True
1210449,EXXON MOBIL CORP,XOM,34088,2018-11-06,10-Q,29.9.2018,2018.0,3.0,http://www.sec.gov/Archives/edgar/data/34088/000003408818000048/0000034088-18-000048-index.htm,2018-11-07,True,True
1207229,AT&T INC.,T,732717,2018-11-01,10-Q,29.9.2018,2018.0,3.0,http://www.sec.gov/Archives/edgar/data/732717/000073271718000090/0000732717-18-000090-index.htm,2018-11-02,True,True
1206258,APPLE INC,AAPL,320193,2018-10-31,8-K,28.9.2018,2018.0,4.0,http://www.sec.gov/Archives/edgar/data/320193/000032019318000142/0000320193-18-000142-index.htm,2018-11-01,True,True
1205881,MCDONALDS CORP,MCD,63908,2018-10-31,10-Q,29.9.2018,2018.0,3.0,http://www.sec.gov/Archives/edgar/data/63908/000006390818000064/0000063908-18-000064-index.htm,2018-11-01,True,True
1205335,JPMORGAN CHASE & CO,JPM,19617,2018-10-30,10-Q,29.9.2018,2018.0,3.0,http://www.sec.gov/Archives/edgar/data/19617/000001961718000206/0000019617-18-000206-index.htm,2018-10-31,True,True
1205180,ADVANCED MICRO DEVICES INC,AMD,2488,2018-10-30,10-Q,28.9.2018,2018.0,3.0,http://www.sec.gov/Archives/edgar/data/2488/000000248818000189/0000002488-18-000189-index.htm,2018-10-31,True,True
1205174,JOHNSON & JOHNSON,JNJ,200406,2018-10-30,10-Q,29.9.2018,2018.0,3.0,http://www.sec.gov/Archives/edgar/data/200406/000020040618000055/0000200406-18-000055-index.htm,2018-10-31,True,True
1204944,CATERPILLAR INC,CAT,18230,2018-10-30,10-Q,29.9.2018,2018.0,3.0,http://www.sec.gov/Archives/edgar/data/18230/000001823018000293/0000018230-18-000293-index.htm,2018-10-31,True,True
1204535,UNITED PARCEL SERVICE INC,UPS,1090727,2018-10-29,10-Q,29.9.2018,2018.0,3.0,http://www.sec.gov/Archives/edgar/data/1090727/000109072718000039/0001090727-18-000039-index.htm,2018-10-30,True,True
1204222,Chubb Ltd,CB,896159,2018-10-29,10-Q,29.9.2018,2018.0,3.0,http://www.sec.gov/Archives/edgar/data/896159/000089615918000019/0000896159-18-000019-index.htm,2018-10-30,True,True
1204129,VERIZON COMMUNICATIONS INC,VZ,732712,2018-10-29,10-Q,29.9.2018,2018.0,3.0,http://www.sec.gov/Archives/edgar/data/732712/000073271218000055/0000732712-18-000055-index.htm,2018-10-30,True,True
1204048,PFIZER INC,PFE,78003,2018-10-29,8-K,29.9.2018,2018.0,3.0,http://www.sec.gov/Archives/edgar/data/78003/000007800318000087/0000078003-18-000087-index.htm,2018-10-30,True,True
1203620,BANK OF AMERICA CORP /DE/,BAC,70858,2018-10-28,10-Q,29.9.2018,2018.0,3.0,http://www.sec.gov/Archives/edgar/data/70858/000007085818000042/0000070858-18-000042-index.htm,2018-10-29,True,True
1202669,INTEL CORP,INTC,50863,2018-10-25,10-Q,28.9.2018,2018.0,3.0,http://www.sec.gov/Archives/edgar/data/50863/000005086318000029/0000050863-18-000029-index.htm,2018-10-26,True,True
1202664,Alphabet Inc.,GOOG,1652044,2018-10-25,10-Q,29.9.2018,2018.0,3.0,http://www.sec.gov/Archives/edgar/data/1652044/000165204418000035/0001652044-18-000035-index.htm,2018-10-26,True,True
1202491,LOCKHEED MARTIN CORP,LMT,936468,2018-10-24,10-Q,29.9.2018,2018.0,3.0,http://www.sec.gov/Archives/edgar/data/936468/000093646818000067/0000936468-18-000067-index.htm,2018-10-25,True,True
1202432,FIRSTENERGY CORP,FE,1031296,2018-10-24,10-Q,29.9.2018,2018.0,3.0,http://www.sec.gov/Archives/edgar/data/1031296/000103129618000067/0001031296-18-000067-index.htm,2018-10-25,True,True
1202353,FIRSTENERGY CORP,FE,1031296,2018-10-24,8-K,29.9.2018,2018.0,3.0,http://www.sec.gov/Archives/edgar/data/1031296/000103129618000065/0001031296-18-000065-index.htm,2018-10-25,True,True
1202221,INTEL CORP,INTC,50863,2018-10-24,8-K,28.9.2018,2018.0,3.0,http://www.sec.gov/Archives/edgar/data/50863/000005086318000027/0000050863-18-000027-index.htm,2018-10-25,True,True
1202148,Alphabet Inc.,GOOG,1652044,2018-10-24,8-K,29.9.2018,2018.0,3.0,http://www.sec.gov/Archives/edgar/data/1652044/000165204418000033/0001652044-18-000033-index.htm,2018-10-25,True,True
1201796,FORD MOTOR CO,F,37996,2018-10-24,10-Q,29.9.2018,2018.0,3.0,http://www.sec.gov/Archives/edgar/data/37996/000003799618000084/0000037996-18-000084-index.htm,2018-10-25,True,True
1201596,MICROSOFT CORP,MSFT,789019,2018-10-23,10-Q,29.9.2018,2019.0,1.0,http://www.sec.gov/Archives/edgar/data/789019/000156459018024893/0001564590-18-024893-index.htm,2018-10-24,True,True
1201613,ADVANCED MICRO DEVICES INC,AMD,2488,2018-10-23,8-K,28.9.2018,2018.0,3.0,http://www.sec.gov/Archives/edgar/data/2488/000000248818000186/0000002488-18-000186-index.htm,2018-10-24,True,True
1201462,MICROSOFT CORP,MSFT,789019,2018-10-23,8-K,29.9.2018,2019.0,1.0,http://www.sec.gov/Archives/edgar/data/789019/000119312518306365/0001193125-18-306365-index.htm,2018-10-24,True,True
1201223,AT&T INC.,T,732717,2018-10-23,8-K,29.9.2018,2018.0,3.0,http://www.sec.gov/Archives/edgar/data/732717/000073271718000082/0000732717-18-000082-index.htm,2018-10-24,True,True
1200997,Chubb Ltd,CB,896159,2018-10-22,8-K,29.9.2018,2018.0,3.0,http://www.sec.gov/Archives/edgar/data/896159/000119312518305314/0001193125-18-305314-index.htm,2018-10-23,True,True
1200811,MCDONALDS CORP,MCD,63908,2018-10-22,8-K,29.9.2018,2018.0,3.0,http://www.sec.gov/Archives/edgar/data/63908/000006390818000060/0000063908-18-000060-index.htm,2018-10-23,True,True
1200797,CATERPILLAR INC,CAT,18230,2018-10-22,8-K,29.9.2018,2018.0,3.0,http://www.sec.gov/Archives/edgar/data/18230/000001823018000277/0000018230-18-000277-index.htm,2018-10-23,True,True
1200796,LOCKHEED MARTIN CORP,LMT,936468,2018-10-22,8-K,29.9.2018,2018.0,3.0,http://www.sec.gov/Archives/edgar/data/936468/000093646818000064/0000936468-18-000064-index.htm,2018-10-23,True,True
1200793,VERIZON COMMUNICATIONS INC,VZ,732712,2018-10-22,8-K,29.9.2018,2018.0,3.0,http://www.sec.gov/Archives/edgar/data/732712/000073271218000051/0000732712-18-000051-index.htm,2018-10-23,True,True
1200583,PROCTER & GAMBLE Co,PG,80424,2018-10-21,8-K,29.6.2018,2018.0,4.0,http://www.sec.gov/Archives/edgar/data/80424/000008042418000106/0000080424-18-000106-index.htm,2018-10-22,True,False
1200195,PROCTER & GAMBLE Co,PG,80424,2018-10-18,10-Q,29.9.2018,2019.0,1.0,http://www.sec.gov/Archives/edgar/data/80424/000008042418000100/0000080424-18-000100-index.htm,2018-10-19,True,True
1199982,PROCTER & GAMBLE Co,PG,80424,2018-10-18,8-K,29.9.2018,2019.0,1.0,http://www.sec.gov/Archives/edgar/data/80424/000008042418000095/0000080424-18-000095-index.htm,2018-10-19,True,True
1198909,JOHNSON & JOHNSON,JNJ,200406,2018-10-15,8-K,29.9.2018,2018.0,3.0,http://www.sec.gov/Archives/edgar/data/200406/000020040618000049/0000200406-18-000049-index.htm,2018-10-16,True,True
1198496,BANK OF AMERICA CORP /DE/,BAC,70858,2018-10-14,8-K,29.9.2018,2018.0,3.0,http://www.sec.gov/Archives/edgar/data/70858/000007085818000034/0000070858-18-000034-index.htm,2018-10-15,True,True
1198343,AT&T INC.,T,732717,2018-10-11,8-K,30.12.2017,2017.0,4.0,http://www.sec.gov/Archives/edgar/data/732717/000073271718000076/0000732717-18-000076-index.htm,2018-10-12,True,False
1198170,JPMORGAN CHASE & CO,JPM,19617,2018-10-11,8-K,29.9.2018,2018.0,3.0,http://www.sec.gov/Archives/edgar/data/19617/000001961718000196/0000019617-18-000196-index.htm,2018-10-12,True,True
1196907,NIKE INC,NKE,320187,2018-10-04,10-Q,30.8.2018,2019.0,1.0,http://www.sec.gov/Archives/edgar/data/320187/000032018718000213/0000320187-18-000213-index.htm,2018-10-05,True,True
1194059,NIKE INC,NKE,320187,2018-09-24,8-K,30.8.2018,2019.0,1.0,http://www.sec.gov/Archives/edgar/data/320187/000032018718000206/0000320187-18-000206-index.htm,2018-09-25,True,True
1192917,ORACLE CORP,ORCL,1341439,2018-09-18,10-Q,30.8.2018,2019.0,1.0,http://www.sec.gov/Archives/edgar/data/1341439/000156459018023315/0001564590-18-023315-index.htm,2018-09-19,True,True
1192245,ORACLE CORP,ORCL,1341439,2018-09-16,8-K,30.8.2018,2019.0,1.0,http://www.sec.gov/Archives/edgar/data/1341439/000156459018023209/0001564590-18-023209-index.htm,2018-09-17,True,True
1189760,Walmart Inc.,WMT,104169,2018-09-05,10-Q,30.7.2018,2019.0,2.0,http://www.sec.gov/Archives/edgar/data/104169/000010416918000086/0000104169-18-000086-index.htm,2018-09-06,True,True
1188491,SALESFORCE COM INC,CRM,1108524,2018-08-30,10-Q,30.7.2018,2019.0,2.0,http://www.sec.gov/Archives/edgar/data/1108524/000110852418000057/0001108524-18-000057-index.htm,2018-08-31,True,True
1188087,DEERE & CO,DE,315189,2018-08-29,10-Q,28.7.2018,2018.0,3.0,http://www.sec.gov/Archives/edgar/data/315189/000155837018007303/0001558370-18-007303-index.htm,2018-08-30,True,True
1187789,SALESFORCE COM INC,CRM,1108524,2018-08-28,8-K,30.7.2018,2019.0,2.0,http://www.sec.gov/Archives/edgar/data/1108524/000110852418000054/0001108524-18-000054-index.htm,2018-08-29,True,True
1187114,TARGET CORP,TGT,27419,2018-08-26,10-Q,3.8.2018,2018.0,2.0,http://www.sec.gov/Archives/edgar/data/27419/000002741918000027/0000027419-18-000027-index.htm,2018-08-27,True,True
1185727,TARGET CORP,TGT,27419,2018-08-21,8-K,3.8.2018,2018.0,2.0,http://www.sec.gov/Archives/edgar/data/27419/000002741918000024/0000027419-18-000024-index.htm,2018-08-22,True,True
1184620,DEERE & CO,DE,315189,2018-08-16,8-K,28.7.2018,2018.0,3.0,http://www.sec.gov/Archives/edgar/data/315189/000110465918052534/0001104659-18-052534-index.htm,2018-08-17,True,True
1184493,NVIDIA CORP,NVDA,1045810,2018-08-15,10-Q,28.7.2018,2019.0,2.0,http://www.sec.gov/Archives/edgar/data/1045810/000104581018000114/0001045810-18-000114-index.htm,2018-08-16,True,True
1184454,NVIDIA CORP,NVDA,1045810,2018-08-15,8-K,28.7.2018,2019.0,2.0,http://www.sec.gov/Archives/edgar/data/1045810/000104581018000113/0001045810-18-000113-index.htm,2018-08-16,True,True
1184304,Walmart Inc.,WMT,104169,2018-08-15,8-K,30.7.2018,2019.0,2.0,http://www.sec.gov/Archives/edgar/data/104169/000010416918000081/0000104169-18-000081-index.htm,2018-08-16,True,True
1180899,PFIZER INC,PFE,78003,2018-08-08,10-Q,30.6.2018,2018.0,2.0,http://www.sec.gov/Archives/edgar/data/78003/000007800318000070/0000078003-18-000070-index.htm,2018-08-09,True,True
1178711,WALT DISNEY CO/,DIS,1744489,2018-08-06,10-Q,29.6.2018,2018.0,3.0,http://www.sec.gov/Archives/edgar/data/1001039/000100103918000134/0001001039-18-000134-index.htm,2018-08-07,True,True
1178279,WALT DISNEY CO/,DIS,1744489,2018-08-06,8-K,29.6.2018,2018.0,3.0,http://www.sec.gov/Archives/edgar/data/1001039/000100103918000133/0001001039-18-000133-index.htm,2018-08-07,True,True
1178130,CATERPILLAR INC,CAT,18230,2018-08-06,10-Q,29.6.2018,2018.0,2.0,http://www.sec.gov/Archives/edgar/data/18230/000001823018000229/0000018230-18-000229-index.htm,2018-08-07,True,True
1173872,UNITED PARCEL SERVICE INC,UPS,1090727,2018-08-01,10-Q,29.6.2018,2018.0,2.0,http://www.sec.gov/Archives/edgar/data/1090727/000109072718000032/0001090727-18-000032-index.htm,2018-08-02,True,True
1173854,AT&T INC.,T,732717,2018-08-01,10-Q,29.6.2018,2018.0,2.0,http://www.sec.gov/Archives/edgar/data/732717/000119312518236782/0001193125-18-236782-index.htm,2018-08-02,True,True
1173765,ADVANCED MICRO DEVICES INC,AMD,2488,2018-08-01,10-Q,29.6.2018,2018.0,2.0,http://www.sec.gov/Archives/edgar/data/2488/000000248818000128/0000002488-18-000128-index.htm,2018-08-02,True,True
1173716,MCDONALDS CORP,MCD,63908,2018-08-01,10-Q,29.6.2018,2018.0,2.0,http://www.sec.gov/Archives/edgar/data/63908/000006390818000049/0000063908-18-000049-index.htm,2018-08-02,True,True
1173307,EXXON MOBIL CORP,XOM,34088,2018-08-01,10-Q,29.6.2018,2018.0,2.0,http://www.sec.gov/Archives/edgar/data/34088/000003408818000039/0000034088-18-000039-index.htm,2018-08-02,True,True
1173283,CHEVRON CORP,CVX,93410,2018-08-01,10-Q,29.6.2018,2018.0,2.0,http://www.sec.gov/Archives/edgar/data/93410/000009341018000029/0000093410-18-000029-index.htm,2018-08-02,True,True
1172887,JOHNSON & JOHNSON,JNJ,200406,2018-08-01,10-Q,30.6.2018,2018.0,2.0,http://www.sec.gov/Archives/edgar/data/200406/000020040618000041/0000200406-18-000041-index.htm,2018-08-02,True,True
1172602,JPMORGAN CHASE & CO,JPM,19617,2018-07-31,10-Q,29.6.2018,2018.0,2.0,http://www.sec.gov/Archives/edgar/data/19617/000001961718000151/0000019617-18-000151-index.htm,2018-08-01,True,True
1172524,APPLE INC,AAPL,320193,2018-07-31,10-Q,29.6.2018,2018.0,3.0,http://www.sec.gov/Archives/edgar/data/320193/000032019318000100/0000320193-18-000100-index.htm,2018-08-01,True,True
1172446,Chubb Ltd,CB,896159,2018-07-31,10-Q,29.6.2018,2018.0,2.0,http://www.sec.gov/Archives/edgar/data/896159/000089615918000013/0000896159-18-000013-index.htm,2018-08-01,True,True
1171821,FIRSTENERGY CORP,FE,1031296,2018-07-30,10-Q,29.6.2018,2018.0,2.0,http://www.sec.gov/Archives/edgar/data/1031296/000103129618000051/0001031296-18-000051-index.htm,2018-07-31,True,True
1171794,FIRSTENERGY CORP,FE,1031296,2018-07-30,8-K,29.6.2018,2018.0,2.0,http://www.sec.gov/Archives/edgar/data/1031296/000103129618000050/0001031296-18-000050-index.htm,2018-07-31,True,True
1171648,APPLE INC,AAPL,320193,2018-07-30,8-K,29.6.2018,2018.0,3.0,http://www.sec.gov/Archives/edgar/data/320193/000032019318000098/0000320193-18-000098-index.htm,2018-07-31,True,True
1171401,VERIZON COMMUNICATIONS INC,VZ,732712,2018-07-30,10-Q,29.6.2018,2018.0,2.0,http://www.sec.gov/Archives/edgar/data/732712/000073271218000044/0000732712-18-000044-index.htm,2018-07-31,True,True
1171358,PFIZER INC,PFE,78003,2018-07-30,8-K,30.6.2018,2018.0,2.0,http://www.sec.gov/Archives/edgar/data/78003/000007800318000066/0000078003-18-000066-index.htm,2018-07-31,True,True
1171281,PROCTER & GAMBLE Co,PG,80424,2018-07-30,8-K,29.6.2018,2018.0,4.0,http://www.sec.gov/Archives/edgar/data/80424/000008042418000050/0000080424-18-000050-index.htm,2018-07-31,True,True
1171039,BANK OF AMERICA CORP /DE/,BAC,70858,2018-07-29,10-Q,29.6.2018,2018.0,2.0,http://www.sec.gov/Archives/edgar/data/70858/000007085818000030/0000070858-18-000030-index.htm,2018-07-30,True,True
1170719,CATERPILLAR INC,CAT,18230,2018-07-29,8-K,29.6.2018,2018.0,2.0,http://www.sec.gov/Archives/edgar/data/18230/000001823018000219/0000018230-18-000219-index.htm,2018-07-30,True,True
1170061,VISA INC.,V,1403161,2018-07-26,10-Q,29.6.2018,2018.0,3.0,http://www.sec.gov/Archives/edgar/data/1403161/000140316118000034/0001403161-18-000034-index.htm,2018-07-27,True,True
1169722,INTEL CORP,INTC,50863,2018-07-26,10-Q,29.6.2018,2018.0,2.0,http://www.sec.gov/Archives/edgar/data/50863/000005086318000022/0000050863-18-000022-index.htm,2018-07-27,True,True
1169267,INTEL CORP,INTC,50863,2018-07-25,8-K,29.6.2018,2018.0,2.0,http://www.sec.gov/Archives/edgar/data/50863/000005086318000021/0000050863-18-000021-index.htm,2018-07-26,True,True
1169043,MCDONALDS CORP,MCD,63908,2018-07-25,8-K,29.6.2018,2018.0,2.0,http://www.sec.gov/Archives/edgar/data/63908/000006390818000046/0000063908-18-000046-index.htm,2018-07-26,True,True
1168938,FORD MOTOR CO,F,37996,2018-07-25,10-Q,29.6.2018,2018.0,2.0,http://www.sec.gov/Archives/edgar/data/37996/000003799618000063/0000037996-18-000063-index.htm,2018-07-26,True,True
1168683,ADVANCED MICRO DEVICES INC,AMD,2488,2018-07-24,8-K,29.6.2018,2018.0,2.0,http://www.sec.gov/Archives/edgar/data/2488/000000248818000124/0000002488-18-000124-index.htm,2018-07-25,True,True
1168075,LOCKHEED MARTIN CORP,LMT,936468,2018-07-23,10-Q,23.6.2018,2018.0,2.0,http://www.sec.gov/Archives/edgar/data/936468/000093646818000053/0000936468-18-000053-index.htm,2018-07-24,True,True
1168059,Chubb Ltd,CB,896159,2018-07-23,8-K,29.6.2018,2018.0,2.0,http://www.sec.gov/Archives/edgar/data/896159/000119312518224712/0001193125-18-224712-index.htm,2018-07-24,True,True
1168052,AT&T INC.,T,732717,2018-07-23,8-K,29.6.2018,2018.0,2.0,http://www.sec.gov/Archives/edgar/data/732717/000073271718000055/0000732717-18-000055-index.htm,2018-07-24,True,True
1167909,LOCKHEED MARTIN CORP,LMT,936468,2018-07-23,8-K,23.6.2018,2018.0,2.0,http://www.sec.gov/Archives/edgar/data/936468/000093646818000051/0000936468-18-000051-index.htm,2018-07-24,True,True
1167906,VERIZON COMMUNICATIONS INC,VZ,732712,2018-07-23,8-K,29.6.2018,2018.0,2.0,http://www.sec.gov/Archives/edgar/data/732712/000073271218000040/0000732712-18-000040-index.htm,2018-07-24,True,True
1167872,Alphabet Inc.,GOOG,1652044,2018-07-23,10-Q,29.6.2018,2018.0,2.0,http://www.sec.gov/Archives/edgar/data/1652044/000165204418000027/0001652044-18-000027-index.htm,2018-07-24,True,True
1167638,Alphabet Inc.,GOOG,1652044,2018-07-22,8-K,29.6.2018,2018.0,2.0,http://www.sec.gov/Archives/edgar/data/1652044/000165204418000025/0001652044-18-000025-index.htm,2018-07-23,True,True
1153157,MICROSOFT CORP,MSFT,789019,2018-07-18,8-K,29.6.2018,2018.0,4.0,http://www.sec.gov/Archives/edgar/data/789019/000119312518221458/0001193125-18-221458-index.htm,2018-07-19,True,True
1140069,JOHNSON & JOHNSON,JNJ,200406,2018-07-16,8-K,30.6.2018,2018.0,2.0,http://www.sec.gov/Archives/edgar/data/200406/000020040618000039/0000200406-18-000039-index.htm,2018-07-17,True,True
1139694,BANK OF AMERICA CORP /DE/,BAC,70858,2018-07-15,8-K,29.6.2018,2018.0,2.0,http://www.sec.gov/Archives/edgar/data/70858/000007085818000027/0000070858-18-000027-index.htm,2018-07-16,True,True
1139426,JPMORGAN CHASE & CO,JPM,19617,2018-07-12,8-K,29.6.2018,2018.0,2.0,http://www.sec.gov/Archives/edgar/data/19617/000001961718000147/0000019617-18-000147-index.htm,2018-07-13,True,True
1136709,NIKE INC,NKE,320187,2018-06-27,8-K,30.5.2018,2018.0,4.0,http://www.sec.gov/Archives/edgar/data/320187/000032018718000059/0000320187-18-000059-index.htm,2018-06-28,True,True
1134367,ORACLE CORP,ORCL,1341439,2018-06-18,8-K,30.5.2018,2018.0,4.0,http://www.sec.gov/Archives/edgar/data/1341439/000156459018015818/0001564590-18-015818-index.htm,2018-06-19,True,True
1123259,Walmart Inc.,WMT,104169,2018-06-03,10-Q,29.4.2018,2019.0,1.0,http://www.sec.gov/Archives/edgar/data/104169/000010416918000054/0000104169-18-000054-index.htm,2018-06-04,True,True
1114171,SALESFORCE COM INC,CRM,1108524,2018-05-30,10-Q,29.4.2018,2019.0,1.0,http://www.sec.gov/Archives/edgar/data/1108524/000110852418000035/0001108524-18-000035-index.htm,2018-05-31,True,True
1114063,DEERE & CO,DE,315189,2018-05-30,10-Q,28.4.2018,2018.0,2.0,http://www.sec.gov/Archives/edgar/data/315189/000155837018005045/0001558370-18-005045-index.htm,2018-05-31,True,True
1113362,TARGET CORP,TGT,27419,2018-05-28,10-Q,4.5.2018,2018.0,1.0,http://www.sec.gov/Archives/edgar/data/27419/000002741918000018/0000027419-18-000018-index.htm,2018-05-29,True,True
1113304,SALESFORCE COM INC,CRM,1108524,2018-05-28,8-K,29.4.2018,2019.0,1.0,http://www.sec.gov/Archives/edgar/data/1108524/000110852418000032/0001108524-18-000032-index.htm,2018-05-29,True,True
773952,TARGET CORP,TGT,27419,2018-05-22,8-K,4.5.2018,2018.0,1.0,http://www.sec.gov/Archives/edgar/data/27419/000002741918000016/0000027419-18-000016-index.htm,2018-05-23,True,True
773801,NVIDIA CORP,NVDA,1045810,2018-05-21,10-Q,28.4.2018,2019.0,1.0,http://www.sec.gov/Archives/edgar/data/1045810/000104581018000080/0001045810-18-000080-index.htm,2018-05-22,True,True
772406,DEERE & CO,DE,315189,2018-05-17,8-K,28.4.2018,2018.0,2.0,http://www.sec.gov/Archives/edgar/data/315189/000110465918034240/0001104659-18-034240-index.htm,2018-05-18,True,True
771965,Walmart Inc.,WMT,104169,2018-05-16,8-K,29.4.2018,2019.0,1.0,http://www.sec.gov/Archives/edgar/data/104169/000010416918000047/0000104169-18-000047-index.htm,2018-05-17,True,True
768331,NVIDIA CORP,NVDA,1045810,2018-05-09,8-K,28.4.2018,2019.0,1.0,http://www.sec.gov/Archives/edgar/data/1045810/000104581018000052/0001045810-18-000052-index.htm,2018-05-10,True,True
767934,PFIZER INC,PFE,78003,2018-05-09,10-Q,31.3.2018,2018.0,1.0,http://www.sec.gov/Archives/edgar/data/78003/000007800318000045/0000078003-18-000045-index.htm,2018-05-10,True,True
766231,WALT DISNEY CO/,DIS,1744489,2018-05-07,10-Q,30.3.2018,2018.0,2.0,http://www.sec.gov/Archives/edgar/data/1001039/000100103918000079/0001001039-18-000079-index.htm,2018-05-08,True,True
765793,WALT DISNEY CO/,DIS,1744489,2018-05-07,8-K,30.3.2018,2018.0,2.0,http://www.sec.gov/Archives/edgar/data/1001039/000100103918000077/0001001039-18-000077-index.htm,2018-05-08,True,True
765550,MCDONALDS CORP,MCD,63908,2018-05-07,10-Q,30.3.2018,2018.0,1.0,http://www.sec.gov/Archives/edgar/data/63908/000006390818000025/0000063908-18-000025-index.htm,2018-05-08,True,True
763670,AT&T INC.,T,732717,2018-05-02,10-Q,30.3.2018,2018.0,1.0,http://www.sec.gov/Archives/edgar/data/732717/000073271718000024/0000732717-18-000024-index.htm,2018-05-03,True,True
763546,ADVANCED MICRO DEVICES INC,AMD,2488,2018-05-02,10-Q,30.3.2018,2018.0,1.0,http://www.sec.gov/Archives/edgar/data/2488/000000248818000068/0000002488-18-000068-index.htm,2018-05-03,True,True
763534,UNITED PARCEL SERVICE INC,UPS,1090727,2018-05-02,10-Q,30.3.2018,2018.0,1.0,http://www.sec.gov/Archives/edgar/data/1090727/000109072718000020/0001090727-18-000020-index.htm,2018-05-03,True,True
763020,EXXON MOBIL CORP,XOM,34088,2018-05-02,10-Q,30.3.2018,2018.0,1.0,http://www.sec.gov/Archives/edgar/data/34088/000003408818000024/0000034088-18-000024-index.htm,2018-05-03,True,True
763005,CHEVRON CORP,CVX,93410,2018-05-02,10-Q,30.3.2018,2018.0,1.0,http://www.sec.gov/Archives/edgar/data/93410/000009341018000016/0000093410-18-000016-index.htm,2018-05-03,True,True
762417,Chubb Ltd,CB,896159,2018-05-01,10-Q,30.3.2018,2018.0,1.0,http://www.sec.gov/Archives/edgar/data/896159/000089615918000006/0000896159-18-000006-index.htm,2018-05-02,True,True
762380,APPLE INC,AAPL,320193,2018-05-01,10-Q,30.3.2018,2018.0,2.0,http://www.sec.gov/Archives/edgar/data/320193/000032019318000070/0000320193-18-000070-index.htm,2018-05-02,True,True
762306,JPMORGAN CHASE & CO,JPM,19617,2018-05-01,10-Q,30.3.2018,2018.0,1.0,http://www.sec.gov/Archives/edgar/data/19617/000001961718000092/0000019617-18-000092-index.htm,2018-05-02,True,True
761988,CATERPILLAR INC,CAT,18230,2018-05-01,10-Q,30.3.2018,2018.0,1.0,http://www.sec.gov/Archives/edgar/data/18230/000001823018000136/0000018230-18-000136-index.htm,2018-05-02,True,True
761481,JOHNSON & JOHNSON,JNJ,200406,2018-04-30,10-Q,31.3.2018,2018.0,1.0,http://www.sec.gov/Archives/edgar/data/200406/000020040618000019/0000200406-18-000019-index.htm,2018-05-01,True,True
761403,APPLE INC,AAPL,320193,2018-04-30,8-K,30.3.2018,2018.0,2.0,http://www.sec.gov/Archives/edgar/data/320193/000032019318000067/0000320193-18-000067-index.htm,2018-05-01,True,True
761187,VERIZON COMMUNICATIONS INC,VZ,732712,2018-04-30,8-K,30.12.2017,2017.0,4.0,http://www.sec.gov/Archives/edgar/data/732712/000073271218000024/0000732712-18-000024-index.htm,2018-05-01,True,False
761183,VERIZON COMMUNICATIONS INC,VZ,732712,2018-04-30,10-Q,30.3.2018,2018.0,1.0,http://www.sec.gov/Archives/edgar/data/732712/000073271218000022/0000732712-18-000022-index.htm,2018-05-01,True,True
761106,PFIZER INC,PFE,78003,2018-04-30,8-K,31.3.2018,2018.0,1.0,http://www.sec.gov/Archives/edgar/data/78003/000007800318000039/0000078003-18-000039-index.htm,2018-05-01,True,True
760670,BANK OF AMERICA CORP /DE/,BAC,70858,2018-04-29,10-Q,30.3.2018,2018.0,1.0,http://www.sec.gov/Archives/edgar/data/70858/000007085818000020/0000070858-18-000020-index.htm,2018-04-30,True,True
